SAMPLE_ID,USP29_NM_020903_cg07499372,SPO11_NM_198265_NM_012444_cg13888886,RARA_NM_000964_cg00236832,DNASE1L2_NM_001374_cg12619509,TMEM55A_NM_018710_cg06688396,ZIM2_NM_001146327_NM_001146326_NM_015363_cg16519742,CYB5A_NM_001914_NM_148923_cg10878998,GNG11_NM_004126_cg22983529,NCALD_NM_001040630_NM_001040627_NM_001040626_NM_001040625_NM_001040624_NM_001040629_NM_001040628_NM_032041_cg17084151,BCAM_NM_001013257_NM_005581_cg08319238,RARB_NM_016152_NM_000965_cg27486427,PCDHB2_NM_018936_cg02260587,MAP3K6_NM_004672_cg20651453,GABRQ_NM_018558_cg11714014,GDF15_NM_004864_cg16929104,F2RL2_IQGAP2_NM_006633_NM_004101_cg00415993,CALD1_NM_033138_NM_004342_NM_033157_cg14009688,ENTPD3_NM_001248_cg17264618,PAMR1_NM_015430_NM_001001991_cg14542839,FLJ34503_NR_027060_cg19815376,LRRN4CL_NM_203422_cg15538427,TGFB1I1_NM_015927_NM_001164719_NM_001042454_cg10995380,FCGRT_NM_004107_NM_001136019_cg15528736,AP1G2_JPH4_NM_001146028_NM_032452_NM_003917_cg25832796,NRIP2_NM_031474_cg05194726,TSSK2_DGCR14_NM_053006_NM_022719_cg25759381,KRTAP1-1_NM_030967_cg24414383,TFPI_NM_006287_NM_001032281_cg16478145,COL3A1_NM_000090_cg20770175,FBXO44_FBXO2_NM_183412_NM_012168_cg15746187,EMP2_NM_001424_cg00451635,GPR64_NM_001079858_NM_001079859_NM_005756_NM_001079860_cg17119559,FBXO44_FBXO2_NM_183412_NM_183413_NM_033182_NM_012168_NM_001014765_cg06848073,STMN4_NM_030795_cg02130905,SULT1C2_NM_001056_NM_176825_cg23163573,DISP1_NM_032890_cg10942056,KBTBD10_NM_006063_cg05389024,RXFP4_NM_181885_cg08403419,PRELP_NM_201348_NM_002725_cg05955301,CLDN9_NM_020982_cg10282491,PAM_NM_138821_NM_000919_NM_138766_NM_138822_cg20131596,EFS_NM_032459_NM_005864_cg07197059,CLASS
TCGA-FD-A6TC-01,0.915671898,0.506395647,0.713824601,0.677047378,0.106650189,0.785088355,0.208630619,0.134545605,0.496418688,0.144726061,0.308712564,0.672315168,0.14267881,0.44959091,0.271116509,0.186399612,0.098977747,0.04376712,0.148544227,0.637696236,0.346075775,0.05345239,0.391837999,0.237632179,0.633628394,0.659408133,0.893041106,0.87678611,0.252859436,0.195989411,0.328210657,0.410499654,0.271093337,0.374488027,0.599705206,0.782853763,0.62705921,0.391918462,0.288367585,0.307554627,0.337674671,0.279375335,2
TCGA-FD-A6TD-01,0.938255822,0.794230903,0.070061038,0.600720631,0.167881231,0.651144726,0.290523622,0.118116405,0.206989516,0.244406892,0.120532858,0.538101456,0.39947478,0.075928509,0.46336272,0.295705958,0.304259136,0.157359614,0.09555965,0.52919782,0.518815545,0.114212848,0.339310484,0.331330397,0.258042664,0.74957198,0.558940825,0.91784768,0.624333412,0.320609231,0.284898593,0.518957307,0.440062532,0.613126984,0.397378559,0.547127252,0.49792301,0.479182359,0.429049924,0.40108579,0.43611333,0.404026001,1
TCGA-FD-A6TE-01,0.901904057,0.768929852,0.019065362,0.835934024,0.111332627,0.786407432,0.104311592,0.080529929,0.034014061,0.137126841,0.527483284,0.871031348,0.110359175,0.40571874,0.121616307,0.115425643,0.209285642,0.037139262,0.114323104,0.564988421,0.564721453,0.017028738,0.242633716,0.226630544,0.657331242,0.68911214,0.950306903,0.870181007,0.376325247,0.202899327,0.187407013,0.110820873,0.204954235,0.716017233,0.218104829,0.425630567,0.672628467,0.455301908,0.277407141,0.117025345,0.169654633,0.097690535,1
TCGA-FD-A6TF-01,0.92059722,0.798008155,0.026307733,0.561096342,0.167496299,0.888760163,0.170342767,0.087820361,0.16277343,0.167151196,0.115773764,0.578219828,0.081610826,0.239160407,0.311944159,0.36940502,0.167896463,0.166871567,0.124065479,0.546215708,0.458608198,0.047712346,0.24563822,0.438347737,0.51070612,0.770563191,0.942530758,0.875630953,0.637320252,0.61301395,0.426377037,0.585560596,0.446557312,0.564944033,0.441141641,0.657176615,0.654542535,0.487786991,0.402883039,0.37774984,0.294890659,0.284016099,1
TCGA-FD-A6TG-01,0.879089049,0.477611189,0.056807435,0.255898025,0.188149694,0.805513281,0.09612495,0.323416527,0.075090917,0.11303267,0.679006654,0.370067308,0.193153944,0.531641627,0.325630556,0.404970331,0.201903198,0.147647631,0.100435894,0.228317554,0.210203193,0.062105808,0.50533833,0.351598044,0.091482435,0.402164399,0.8500415,0.828853619,0.407910169,0.477472571,0.303822632,0.3664378,0.493889273,0.471228939,0.4431376,0.483820525,0.291311588,0.50265326,0.275987215,0.305153112,0.317031124,0.238655084,2
TCGA-FD-A6TH-01,0.978235676,0.683053261,0.048979845,0.857128613,0.137746707,0.78841572,0.061537399,0.098448102,0.086923935,0.151412248,0.638706511,0.625886654,0.203603101,0.11659873,0.307760381,0.310355495,0.121989721,0.10853495,0.119177695,0.872488916,0.531292698,0.058099328,0.494032669,0.651420536,0.209264922,0.888340462,0.961178817,0.938625265,0.563001864,0.938218742,0.484138253,0.371795807,0.457467881,0.420480655,0.231899914,0.712061358,0.271632984,0.691546306,0.490963227,0.278460455,0.084238895,0.705916195,1
TCGA-FD-A6TI-01,0.967527447,0.654667408,0.026001577,0.75312619,0.094900569,0.751617745,0.063797481,0.080731794,0.034505969,0.084019085,0.580034191,0.657854909,0.078820249,0.127441407,0.285146158,0.175069863,0.087951578,0.045479188,0.1205171,0.644625377,0.351399946,0.059661016,0.767331971,0.132308854,0.105507473,0.564477081,0.932939603,0.428336401,0.269300776,0.548949463,0.249706111,0.430768981,0.482744587,0.405780823,0.246901098,0.236856447,0.241850926,0.292223409,0.232208699,0.661443322,0.234053734,0.156241936,1
TCGA-FD-A6TK-01,0.804789181,0.572544441,0.185007346,0.546005345,0.303899615,0.542951458,0.322119052,0.133827889,0.201550811,0.37150092,0.320416449,0.220735808,0.454518367,0.410793538,0.530104051,0.40657659,0.300042699,0.306018677,0.153312189,0.530142284,0.495114942,0.262630101,0.480922387,0.696220385,0.229855468,0.812753735,0.917057843,0.862825251,0.486191264,0.763391759,0.533282586,0.643862613,0.706755799,0.555431523,0.55706973,0.769986648,0.525757355,0.711517011,0.547406052,0.46869768,0.483154092,0.429345753,1
TCGA-FJ-A3Z7-01,0.52747988,0.852102553,0.124075779,0.567312299,0.109498024,0.257517212,0.155840023,0.060895713,0.012521748,0.336873762,0.771881984,0.286559743,0.168572331,0.674603479,0.208789174,0.364383145,0.247040448,0.141105878,0.658871994,0.419618548,0.571425329,0.073867677,0.725928079,0.30387189,0.21789649,0.895967194,0.978324415,0.959387966,0.634307658,0.816945338,0.611400339,0.366113723,0.577540949,0.591055534,0.695033103,0.263747544,0.508655697,0.819480771,0.499281131,0.807968746,0.223533337,0.705394518,1
TCGA-FJ-A3Z9-01,0.98539069,0.620067673,0.035815644,0.673737004,0.081109175,0.914212421,0.156900227,0.080442939,0.022861916,0.241305092,0.082074591,0.879659762,0.051626388,0.019328976,0.122960337,0.179769393,0.085424657,0.056765232,0.052246221,0.165543377,0.255692635,0.019302531,0.611632053,0.13025884,0.035052404,0.692472808,0.829067778,0.173996288,0.30059038,0.279888114,0.259277364,0.204826839,0.296353215,0.37137311,0.158136302,0.156331503,0.118746484,0.355220237,0.233056411,0.413388443,0.100755063,0.140502044,1
TCGA-FJ-A3ZE-01,0.931654054,0.742479378,0.023452373,0.830012418,0.11861028,1,0.031781223,0.066219244,0.025242531,0.066850637,0.053801719,0.844655854,0.039550629,0.047557811,0.164381842,0.655297816,0.01169979,0.024934169,0.065922535,0.598516344,0.342174668,0.011147089,0.494131502,0.034272634,0.525493771,0.516911003,0.92865266,0.407910478,0.074019158,0.022355437,0.078282358,0.088637759,0.042643099,0.138017466,0.251549183,0.253442448,0.161044219,0.145124307,0.049143688,0.074987176,0.343126095,0.006531793,2
TCGA-FJ-A3ZF-01,0.275668942,0.226457568,0.039184475,0.956024034,0.090640096,0.044728403,0.032175371,0.187356366,0.023143766,0.209161103,0.502627679,0,0.042373224,0.95149419,0.127600874,0.508788152,0.118868721,0.645387003,0.090139378,0.499266127,0.42759599,0.018702965,0.596047749,0.152103283,0.061956501,0.703566246,0.900457016,0.810094691,0.033620824,0.530419114,0.16044836,0.075924321,0.431756413,0.256542908,0.293339448,0.382457038,0.300679517,0.234709332,0.058602794,0.523957736,0.107043268,0.555036271,1
TCGA-FJ-A871-01,0.980482447,0.947162559,0.030043309,0.101302977,0.139687408,0.684138379,0.396583177,0.028519677,0.089894987,0.150594535,0.011986458,0.803540577,0.095775099,0.049129877,0.144207951,0.128764115,0.029156662,0.450554921,0.097504902,0.832638753,0.186581252,0.020011556,0.263629928,0.107351953,0.056179086,0.79279985,0.925128574,0.956631269,0.857213458,0.850237046,0.168397678,0.94973515,0.414291509,0.4669846,0.141961799,0.493315608,0.123454706,0.886371931,0.732773265,0.842157131,0.03942808,0.102501347,1
TCGA-FT-A3EE-01,0.920054167,0.817751175,0.04695129,0.780460007,0.194090986,0.642790766,0.188849502,0.076480184,0.061266551,0.188826169,0.587791462,0.730548527,0.222996443,0.327925057,0.253352106,0.182757483,0.149805154,0.10049963,0.183299371,0.699637794,0.531760622,0.071224667,0.7278163,0.175892501,0.248253928,0.739046231,0.789013927,0.58621501,0.392164847,0.557572051,0.39801301,0.577406605,0.473869397,0.374719239,0.500660767,0.636106651,0.40826357,0.538893362,0.297330735,0.836453747,0.314614715,0.225848133,1
TCGA-FT-A61P-01,0.988269387,0.606390631,0.038623985,0.695079932,0.14425176,0.727853446,0.251701682,0.091260427,0.431350857,0.112071449,0.467659867,0.404482281,0.402494983,0.072981157,0.575007279,0.513735785,0.165368825,0.116446099,0.159789191,0.649272453,0.498387078,0.127272964,0.549760896,0.457458969,0.658210124,0.775542179,0.920670375,0.936937904,0.807378645,0.443047894,0.364580922,0.417723437,0.382716433,0.547987623,0.802037501,0.796156055,0.450257265,0.549757388,0.367747752,0.354561153,0.221203483,0.399787609,1
TCGA-G2-A2EF-01,0.884707647,0.597721474,0.03161264,0.747077276,0.310546923,0.744589257,0.176324756,0.020668396,0.100018531,0.156633327,0.522137396,0.287602258,0.178075173,0.744839518,0.203277645,0.219832301,0.335686309,0.460228793,0.599075685,0.600847521,0.495310012,0.06019816,0.162707449,0.320786935,0.848891442,0.833522838,0.954468659,0.937654827,0.283269424,0.333545052,0.355956238,0.314768187,0.262056234,0.669110237,0.386662461,0.666826494,0.960274398,0.472623839,0.349772661,0.735959735,0.430399803,0.319323076,1
TCGA-G2-A2EJ-01,0.734250534,0.860951762,0.047592294,0.226879158,0.166930583,0.63989812,0.306585944,0.109203359,0.396324512,0.312036361,0.292642979,0.547668771,0.210346677,0.475542141,0.854232275,0.116456774,0.254765977,0.251180478,0.134097878,0.283478851,0.33599046,0.235340138,0.301459086,0.972842061,0.258559766,0.703060224,0.955648994,1,0.772917277,0.290170192,0.691017575,0.308346993,0.42822448,0.426431886,0.533869864,0.773060016,0.502944338,0.839071801,0.514467777,0.829059539,0.385742295,0.414360739,2
TCGA-G2-A2EK-01,0.71432448,0.751040397,0.087670238,0.325086549,0.141504274,0.505565545,0.213705269,0.082709313,0.041566726,0.252250619,0.0869402,0.545687922,0.295976069,0.584214523,0.32060222,0.245397849,0.208346024,0.13553893,0.082824027,0.201911814,0.416100483,0.08736758,0.381245165,0.307788455,0.134753263,0.711163657,0.903448799,0.720480541,0.290398584,0.460939858,0.371445061,0.588747056,0.398814058,0.471940162,0.305206209,0.57247301,0.516034057,0.532519993,0.33787927,0.360443674,0.299506039,0.288625889,1
TCGA-G2-A2EL-01,0.45580848,0.262570234,0,0.7467712,0.094900222,0.063878721,0.101850158,0.055197357,0.003267606,0.15780808,0.014857783,0.58389099,0.172596297,0.001211769,0.095170718,0.141213211,0.050454965,0.012434927,0.065836698,0.456679212,0.08576892,0,0.532905041,0.001734047,0.004151065,0.653413195,0.981070944,0.806934357,0.895107822,0.155209692,0,0.017334125,0.107486379,0,0.016331281,0.329352898,0.103202905,0.564865365,0.164561529,0.003706786,0.094891767,0.070905735,1
TCGA-G2-A2EO-01,0.921644059,0.763195527,0.76371384,0.69438281,0.178314427,0.730573247,0.217776241,0.111550825,0.09230852,0.443683039,0.269262543,0.707619497,0.320090812,0.269880758,0.384016348,0.314915447,0.197130128,0.251587676,0.281773381,0.399823507,0.433532348,0.321883085,0.66121916,0.346135808,0.281600639,0.846134729,0.955014704,0.778059081,0.528655671,0.461772198,0.501022943,0.514240278,0.448461654,0.458144663,0.388002446,0.814052879,0.410179169,0.62961534,0.526287484,0.447560775,0.401437825,0.325754036,2
TCGA-G2-A2ES-01,0.990782445,0.869243698,0.745342698,0.243267582,0.891980813,0.878612783,0.206988584,0.126336591,0.14481398,0.252319322,0.65510125,0.482764885,0.309608653,0.626716668,0.40339017,0.444479319,0.580683759,0.237282903,0.322378003,0.40121372,0.287802993,0.056810231,0.374213569,0.423318073,0.806071972,0.83774069,0.876033699,0.676367326,0.559353218,0.813089202,0.469308433,0.580312759,0.439282469,0.893870361,0.521018189,0.819537378,0.428609673,0.520306417,0.435657462,0.411993671,0.364474018,0.305531515,2
TCGA-G2-A3IB-01,0.853588975,0.815606578,0.023557282,0.145045435,0.485472538,0.713854533,0.117023773,0.067653928,0.034961308,0.108579894,0.038345076,0.031290265,0.078606294,0.063186579,0.157527891,0.084307784,0.048086121,0.03405478,0.218629213,0.162265859,0.05733561,0.051756842,0.042486577,0.22662953,0.460347169,0.743978962,0.028375832,0.355634262,0.057320448,0.109003956,0.526956316,0.037952203,0.09887894,0.100376992,0.141776053,0.215855327,0.03656028,0.32853604,0.135103877,0.156970086,0.127257641,0.080566667,1
TCGA-G2-A3IE-01,0.684116136,0.60827934,0.073908828,0.687828774,0.11473715,0.847812866,0.125459277,0.082929359,0.030405988,0.096077823,0.151870909,0.100752254,0.213993218,0.082964005,0.223110385,0.280261382,0.144468206,0.048894419,0.176099448,0.593523005,0.688861506,0.091116788,0.222479189,0.594728236,0.146256081,0.77522562,0.979930824,0.504238446,0.306176432,0.485546195,0.362830265,0.459191678,0.288783814,0.519215348,0.20649648,0.627252857,0.80386549,0.554338123,0.258399098,0.403147056,0.237755068,0.200049356,2
TCGA-G2-A3VY-01,0.119007637,0.463017189,0.453480321,0.944064828,0.087744192,0.043868053,0.059475592,0.884554292,0.507772637,0.14928101,0.05580674,0.360303312,0.107891901,1,0.308590133,0.91662627,0.787895422,0.14048962,0.607332726,0.821959154,0.490157916,0.015335571,0.981053304,0.018992176,0.418144908,0.817344452,0.921905802,0.878964597,0.25188277,0.494803995,0.223851368,0.879336484,0.45007333,0.401947306,0.485259785,0.875115779,0.678974482,0.671139237,0.533469617,0.857009523,0.185945747,0.106761164,2
TCGA-G2-AA3B-01,0.782764101,0.798481041,0.89347652,0.736265885,0.194392307,0.838502245,0.096832281,0.113731076,0.380682534,0.458842426,0.631875388,0.250304593,0.117320349,0.667717287,0.166954267,0.482545586,0.106751821,0.060190536,0.096620657,0.889422317,0.612780543,0.041490126,0.733456212,0.674577573,0.932492377,0.786826104,0.914161166,0.213548217,0.221633058,0.471881382,0.381587498,0.475586596,0.424151813,0.347637206,0.240580485,0.97511795,0.763489461,0.681091972,0.291506007,0.807291126,0.272260179,0.160749718,2
TCGA-G2-AA3C-01,0.351421142,0.297808205,0.180803791,0.647027546,0.359191839,0.263082282,0.195441701,0.078814654,0.519147397,0.292223321,0.035431552,0.118302568,0.112011285,0.112066367,0.199709262,0.076251937,0.28671222,0.167686137,0.069161423,0.349707924,0.309546305,0.036532788,0.095762232,0.066303562,0.624718538,0.726925917,0.545559966,0.933295906,0.647977745,0.283393772,0.439352289,0.434524359,0.412364098,0.501245495,0.696699447,0.901705282,0.562380615,0.816473863,0.502957998,0.39078839,0.376360012,0.336876109,1
TCGA-G2-AA3D-01,0.946915224,0.752389176,0.396363207,0.598145559,0.077675346,0.721129392,0.165806142,0.081259023,0.117195435,0.308791478,0.243490043,0.381180285,0.146293155,0.228864575,0.122762329,0.690646984,0.420921458,0.142192281,0.06432264,0.177621863,0.400818897,0.022161712,0.62596264,0.247070743,0.600177897,0.483926609,0.870786386,0.599405079,0.358834939,0.582352608,0.317504892,0.527207,0.548671202,0.481044204,0.354415796,0.73562052,0.535177788,0.370818978,0.5950737,0.508490903,0.253516352,0.25344114,1
TCGA-G2-AA3F-01,0.885374599,0.779168425,0.045623453,0.151230803,0.122444398,0.773608445,0.071184957,0.111365514,0,0.135445746,0.477447627,0.532912461,0.091336235,0.031683,0.027108283,0.379686002,0.174691308,0.298523996,0.048106659,0.616031909,0.263728817,0.097609268,0.843598265,0.117329796,0.255266968,0.664516561,0.923355387,0.847171624,0.193213122,0.739717163,0.281746495,0.250692096,0.539392705,0.301055322,0.246943073,0.25989504,0.234805958,0.405555475,0.69322674,0.813195656,0.310221961,0.074937088,1
TCGA-GC-A3BM-01,0.590618188,0.781163675,0.044420419,0.193572989,0.15498142,0.617673886,0.06484429,0.059800007,0.032205945,0.140260335,0.673127781,0.655615237,0.094207147,0.05560879,0.13192473,0.114572512,0.030453924,0.028002362,0.071901706,0.140225961,0.115763753,0.022826585,0.373213239,0.133742365,0.035878848,0.57130921,0.690523107,0.482340813,0.100283078,0.097940706,0.371004913,0.070453862,0.088252104,0.083769724,0.145247375,0.540347254,0.140832418,0.211565878,0.22707463,0.280920317,0.175467089,0.098687131,1
TCGA-GC-A3I6-01,0.986643561,0.423733821,0.051431015,0.209482323,0.194959725,0.856342035,0.189837044,0.056631577,0.658483506,0.172767326,0.076207402,0.775461719,0.189353832,0.044554448,0.335919402,0.352737528,0.18264497,0.087100222,0.176795793,0.27650798,0.270786255,0.072669357,0.316180697,0.396945224,0.336178774,0.869940023,0.982000248,0.413675238,0.131989911,0.311650279,0.367065043,0.185559239,0.306376858,0.616425022,0.854822563,0.934494083,0.295946997,0.371160305,0.576171429,0.359130923,0.308093788,0.190402852,1
TCGA-GC-A3OO-01,0.981385887,0.81310521,0.07867056,0.569294198,0.187472552,0.789430219,0.246040605,0.091487522,0.243263879,0.19114088,0.497256643,0.553440813,0.258154027,0.241440325,0.536393652,0.524351976,0.2367112,0.226867946,0.147979367,0.258798945,0.298579771,0.079642536,0.229973236,0.45487826,0.507873736,0.533550873,0.7778763,0.776715305,0.447836411,0.441170356,0.444083842,0.810042644,0.456535238,0.539620905,0.50866293,0.420560333,0.325681505,0.584426781,0.432993126,0.370674337,0.375749728,0.388187139,1
TCGA-GC-A3RB-01,0.123763728,0.447402547,0.287692316,0.249345028,0.228684775,0.100407334,0.115074447,0.542885014,0.178181748,0.213639279,0.816621812,0.060428817,0.081513369,0.11684032,0.241530086,0.223313807,0.212189604,0.393069266,0.188899941,0.605217534,0.186981041,0.019357613,0.722870517,0.397322542,0.119611433,0.710425079,0.887360899,0.68446476,0.037550246,0.478240167,0.364491846,0.171493129,0.310437658,0.153253608,0.273103398,0.481779738,0.201685277,0.330417011,0.401184261,0.624936568,0.196715825,0.158708747,1
TCGA-GC-A3RC-01,0.869997994,0.869474577,0.945367585,0.880461837,0.237393078,0.719172087,0.31238303,0.637217378,0.924452915,0.229809668,0.78325982,0.095322687,0.283197473,0.133523294,1,0.181024514,0.14629329,0.082135974,0.15956553,0.87575033,0.603104261,0.146141071,0.211641323,1,1,1,0.932582889,0.982266018,0.314098475,0.182739669,0.595836739,0.517519727,0.261722051,0.301998705,0.525833083,0.951280442,0.521417264,0.41500725,0.517684592,0.851805111,0.545118878,0.388767234,2
TCGA-GC-A3RD-01,0.465373751,0.640179873,0.025287339,0.674817594,0.116469926,0.375821128,0.200859016,0.106749878,0.055737332,0.166695779,0.790384388,0.535738388,0.101338566,0.230692433,0.338278548,0.10034017,0.152267596,0.054404351,0.108476597,0.648993411,0.263269171,0.024648855,0.181887714,0.378503358,0.175101887,0.711781672,0.909464687,0.770647293,0.397154077,0.480286688,0.423109052,0.303579444,0.455105725,0.395122903,0.357842989,0.619582275,0.627918919,0.405214254,0.475608401,0.494100526,0.16776424,0.230148568,1
TCGA-GC-A3WC-01,0.656715266,0.801543552,0.217769181,0.586964947,0.334289352,0.445413637,0.623646027,0.144417122,0.299603063,0.307940346,0.150444188,0.271229754,0.395959961,0.426646377,0.483637251,0.407422413,0.412645661,0.328281517,0.573789305,0.631028876,0.390923194,0.156453822,0.484968163,0.571875603,0.553008193,0.832565681,0.941843765,0.955338942,0.660340779,0.68139882,0.442751422,0.508281587,0.592837178,0.585166897,0.515122048,0.69707247,0.666492143,0.59754449,0.509424408,0.413343937,0.673312723,0.437752458,1
TCGA-GC-A3YS-01,0.951336327,0.861933904,0.041366468,0.703370165,0.121324201,0.463788265,0.225179227,0.069792875,0.090693259,0.150982407,0.063102037,0.095605709,0.158493238,0.35686363,0.403933391,0.20923104,0.078006264,0.045810334,0.114895804,0.581145022,0.337182101,0.091016032,0.372441241,0.534992648,0.542720324,0.82051783,0.936411824,0.947374312,0.556062717,0.25528253,0.460986864,0.419500727,0.270247739,0.50063284,0.386613868,0.833931545,0.260315338,0.434530266,0.364786172,0.351490639,0.360439687,0.230999565,1
TCGA-GC-A4ZW-01,0.8554069,0,0.146006982,0.817143477,0.827837768,0.527015483,0.066240387,0.090837424,0.52073089,0.046897727,0.86534383,0.780066634,0.124474445,0.036091966,0.074280535,0.34374143,0.223985344,0.043596831,0.133575922,0.821609666,0.380109596,0.007888651,0.606965999,0.187092311,0.618095807,0.713101552,0.911579911,0.931602364,0.531648851,0.373600288,0.131333719,0.91100334,0.068821176,0.475233969,0.988308272,0.915660229,0.51760599,0.146195739,0.943358279,0.294411573,0.082833677,0.066611566,2
TCGA-GC-A6I1-01,0.919368141,0.644352741,0.103441693,0.566077669,0.178145923,0.773871537,0.263371287,0.078416816,0.272208149,0.260726942,0.33850111,0.653232925,0.443196171,0.335905563,0.400335002,0.492080343,0.348488779,0.229913396,0.126581581,0.561473658,0.389889457,0.14141296,0.441216912,0.42480827,0.397254791,0.778559106,0.753563402,0.901108757,0.646350874,0.380207792,0.514222219,0.464390184,0.554990074,0.437812974,0.407744264,0.565299085,0.644821932,0.644825343,0.685835807,0.389383036,0.648104165,0.438617737,1
TCGA-GC-A6I3-01,0.846804279,0.725220799,0.074666627,0.701031637,0.158703134,0.345051785,0.221934021,0.285241009,0.179042497,0.247638504,0.145727422,0.36020329,0.338829809,0.564864829,0.464273735,0.612651174,0.304380342,0.251087539,0.126518617,0.711213831,0.341358623,0.111680954,0.706310763,0.528126774,0.317347507,0.702031949,0.839148547,0.742058642,0.526081467,0.504716057,0.542196804,0.418054186,0.565818063,0.540315578,0.463540511,0.637011721,0.673048828,0.591799509,0.529165239,0.474545487,0.499432158,0.390280261,2
TCGA-GD-A2C5-01,0.839183817,0.779212392,0.063168545,0.826859427,0.218357062,0.70353073,0.136934898,0.153358208,0.153139453,0.31451532,0.520319134,0.336440703,0.151353188,0.527134614,0.296793363,0.156612858,0.153412534,0.054046187,0.141976643,0.348762374,0.522103575,0.104213793,0.306297472,0.214233925,0.084562527,0.841850524,0.974168395,0.456566646,0.222621082,0.266671357,0.398973482,0.579414765,0.283832096,0.521019255,0.358811057,0.756665581,0.571219002,0.480547695,0.214680899,0.313807852,0.248305465,0.220030317,2
TCGA-GD-A3OP-01,0.946338778,0.825442344,0.312509535,0.592511611,0.121662412,0.735192423,0.484495875,0.153799114,0.114867396,0.152391682,0.489138643,0.476914555,0.224693989,0.373483832,0.318166988,0.454056383,0.165662725,0.133910243,0.252546031,0.270289808,0.334340202,0.178923275,0.294035257,0.392639398,0.30005676,0.564642931,0.711270319,0.756458215,0.331481897,0.412769852,0.368483628,0.548599562,0.415470225,0.635290219,0.373900141,0.535092402,0.481714928,0.355335555,0.305996931,0.356598286,0.26246596,0.455662583,2
TCGA-GD-A3OQ-01,0.902581736,0.848904266,0.054433633,0.672326976,0.071119273,0.749369342,0.172252368,0.077911658,0.033105279,0.338192694,0.273561697,0.712596054,0.093059073,0.091305006,0.109721154,0.078566693,0.040252142,0.05051866,0.048874201,0.394214842,0.307558505,0.046864845,0.413185735,0.104855661,0.037839215,0.752244476,0.741960473,0.512306093,0.079307786,0.289622115,0.22793815,0.151916746,0.274926954,0.238050276,0.156775276,0.600353132,0.110510546,0.228541378,0.183086661,0.493138854,0.119430969,0.139292977,1
TCGA-GD-A3OS-01,0.608859629,0.875410895,0.028533231,0.17746428,0.292505068,0.326565023,0.276622633,0.127942806,0.12709677,0.144499824,0.075689262,0.431666919,0.076155393,0.197411555,0.299815965,0.118914635,0.128494288,0.080810288,0.160214588,0.569940039,0.230186551,0.046794338,0.095471449,0.031529591,0.210456225,0.73206107,0.955734788,0.949374544,0.236219884,0.341426895,0.445573495,0.934328263,0.273775834,0.354515916,0.296872015,0.3845149,0.42084831,0.523187752,0.648326343,0.570914643,0.288718303,0.325047529,1
TCGA-GD-A6C6-01,0.541888658,0.635217031,0.225396008,0.625621881,0.083057484,0.757511242,0.141915569,0.359855363,0.148623067,0.053557331,0.483397344,0.010819289,0.051185841,0.893232691,0.134276565,0.27771941,0.364520535,0.649840505,0.098698896,0.607887659,0.302577513,0.019866903,1,0.282161312,0.18564372,0.815172874,0.924132504,0.071781985,0.21029229,0.364314158,0.297704363,0.578093726,0.429792758,0.088959818,0.097775508,0.58818977,0.13312216,0.756545348,0.359830314,0.557169442,0.611419103,0.041114337,1
TCGA-GD-A76B-01,0.893556137,0.594661758,0.118576178,0.700357032,0.174755961,0.497711325,0.580477406,0.124882114,0.142535065,0.240510539,0.108181407,0.541623025,0.283183781,0.407694536,0.456568148,0.536216824,0.317280172,0.19648483,0.115000062,0.667578499,0.465452102,0.111216449,0.516799598,0.411909541,0.505747744,0.61400022,0.915003239,0.634762073,0.462063775,0.565848647,0.454747113,0.464675518,0.593983254,0.515529362,0.279148043,0.441758787,0.604407637,0.474392628,0.835009105,0.578010825,0.594904179,0.445369762,1
TCGA-GU-A42P-01,0.553838076,0.547770439,0.014430826,0.807979092,0.079629562,0.220177283,0.046077079,0.074079647,0.017100721,0.139600007,0.027332528,0.288695639,0.077032131,0.55454989,0.097803975,0.033905739,0.011547863,0.024332327,0.051902714,0.446295669,0.174905129,0.010981235,0.266288304,0.200096741,0.039980888,0.410794882,0.671289842,0.945422674,0.365120026,0.322389174,0.11896679,0.714026367,0.065757061,0.100288284,0.090746679,0.550368682,0.321620921,0.213359426,0.154962539,0.303586947,0.025001832,0.752498804,1
TCGA-GU-A42Q-01,0.527798015,0.813008573,0.19191092,0.222843036,0.20016035,0.422245523,0.328378153,0.106025933,0.334170039,0.223223299,0.034707059,0.1206247,0.115791079,0.133305822,0.232115105,0.085001216,0.258033251,0.10389497,0.382012401,0.565576783,0.380446727,0.112910039,0.509241523,0.264295705,0.679900429,0.824877177,0.842061932,0.455843702,0.490689195,0.427567929,0.458989325,0.828131074,0.470519134,0.400926575,0.422906818,0.526517024,0.395614497,0.482594073,0.763729831,0.590268403,0.32878575,0.414864709,1
TCGA-GU-A42R-01,0.975185024,0.829999265,0.044708742,0.784314471,0.219804705,0.794622433,0.134485154,0.072049072,0.042114753,0.164910013,0.099408721,0.061246876,0.128208731,0.091776415,0.210971158,0.183820712,0.084970858,0.065418991,0.113801533,0.581840593,0.369617215,0.046181709,0.472974573,0.223514595,0.0622384,0.694605372,0.691254834,0.681564584,0.294271284,0.381379325,0.452559282,0.396211674,0.323386247,0.250916025,0.34475318,0.779804742,0.421653839,0.308098776,0.730575609,0.440193242,0.226835771,0.230394829,1
